Date of Launch,Geographic Coordinate,COSPAR Number,NORAD Number,Current Official Name of Satellite,Launch Site,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Launch Vehicle,Expected Lifetime (yrs.),Contractor,Country of Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Comments,Unnamed: 27,Source Used for Orbital Data,lat,lon,date,weathercode,temperature_2m_mean,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,relative_humidity_2m_mean,weather_summary,Launch Year,year
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057AF,46146,Starlink-1608 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057AY,46163,Starlink-1610 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057AG,46147,Starlink-1611 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057AZ,46164,Starlink-1612 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057U,46135,Starlink-1639 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057BB,46166,Starlink-1615 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057A,46117,Starlink-1585 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057T,46134,Starlink-1638 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057BS,46235,SkySat-21,Cape Canaveral,USA,USA,"Planet Labs, Inc.",Falcon 9,,Maxar ,UK,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,400.0,410.0,0.0007380073800738007,53.0,92.5,110.0,,,C surveillance of satellites in LEO.,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057AR,46156,Starlink-1545 ,Cape Canaveral,USA,USA,SpaceX,Falcon 9,,SpaceX,USA,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,548.0,551.0,0.00021677866897897247,53.0,95.6,260.0,,,,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057BR,46180,SkySat-20,Cape Canaveral,USA,USA,"Planet Labs, Inc.",Falcon 9,,Maxar ,UK,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,400.0,410.0,0.0007380073800738007,53.0,92.5,110.0,,,C surveillance of satellites in LEO.,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-18,"(28.478816053592052, -80.57606021672525)",2020-057BQ,46179,SkySat-19,Cape Canaveral,USA,USA,"Planet Labs, Inc.",Falcon 9,,Maxar ,UK,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,400.0,410.0,0.0007380073800738007,53.0,92.5,110.0,,,C surveillance of satellites in LEO.,,Estimated,28.478816053592052,-80.57606021672525,2020-08-18,55,27.3,1.7,4.0,16.3,30.6,78,82,Lluvia ligera,2020,2020
2020-08-23,"(40.95820141282573, 100.29113255468557)",2020-058A,46232,Gaofen 9-05,Jiuquan Satellite Launch Center,Unknown,China,China National Academy of Sciences (CNSAS),Long March 2D,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,483.0,505.0,0.0016025641025641025,97.5,94.5,1000.0,,,,,ZARYA,40.95820141282573,100.29113255468557,2020-08-23,2,25.6,0.0,0.0,24.3,36.0,26,33,Parcialmente nublado,2020,2020
2020-08-23,"(40.95820141282573, 100.29113255468557)",2020-058B,46233,Tiantuo-5,Jiuquan Satellite Launch Center,Unknown,China,National University of Defense Technology,Long March 2D,,National University of Defense Technology,China,Military,Technology Development,,LEO,Sun-Synchronous,0.0,483.0,504.0,0.0015298317185109638,97.5,94.5,78.5,,,"Test technologies to collect data on maritime and aviation traffic, automated data collection, and a new electric propulsion system for small satellites",,JMSatcat/11_19,40.95820141282573,100.29113255468557,2020-08-23,2,25.6,0.0,0.0,24.3,36.0,26,33,Parcialmente nublado,2020,2020
2020-08-23,"(40.95820141282573, 100.29113255468557)",2020-058C,46234,Duogongneng Shiyan Weixing ,Jiuquan Satellite Launch Center,Unknown,China,Academy of Military Science,Long March 2D,,Academy of Military Science,China,Military,Technology Development,,LEO,Sun-Synchronous,0.0,484.0,504.0,0.001456876456876457,97.5,95.5,,,,,,ZARYA,40.95820141282573,100.29113255468557,2020-08-23,2,25.6,0.0,0.0,24.3,36.0,26,33,Parcialmente nublado,2020,2020
2020-08-30,"(28.478816053592052, -80.57606021672525)",2020-059B,46266,GNOMES-1,Cape Canaveral,USA,USA,PlanetiQ,Falcon 9,,Blue Canyon Technologies,USA,Commercial,Earth Science,,LEO,Sun-Synchronous,0.0,599.0,609.0,0.0007169486664754804,97.9,96.7,30.0,,,Planned 20 satellite constellation.,,JMSatcat/12_20,28.478816053592052,-80.57606021672525,2020-08-30,63,26.8,13.5,12.0,21.2,44.3,95,86,Lluvia ligera,2020,2020
2020-08-30,"(28.478816053592052, -80.57606021672525)",2020-059C,46267,Tyvak 0172,Cape Canaveral,Unknown,USA,"Tyvak Nanosatellite Systems, Inc.",Falcon 9,,Tyvak Nanosatellite Systems,USA,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,598.0,608.0,0.0007170514842965725,97.8,94.5,10.0,,,,,JMSatcat/5_21,28.478816053592052,-80.57606021672525,2020-08-30,63,26.8,13.5,12.0,21.2,44.3,95,86,Lluvia ligera,2020,2020
2020-08-31,"(28.478816053592052, -80.57606021672525)",2020-059A,46265,SAOCOM-1B,Cape Canaveral,Unknown,Argentina,National Space Activities Commission (CONAE),Falcon 9,5.0,INVAP,Argentina,Government,Earth Observation,Radar Imaging,LEO,Polar,0.0,606.0,612.0,0.0004298610116062473,97.8,96.8,3050.0,,,"Provide an effective Earth observation and disaster monitoring capability,",,ZARYA,28.478816053592052,-80.57606021672525,2020-08-31,65,26.8,16.2,8.0,18.4,31.0,71,85,Lluvia ligera,2020,2020
2020-09-02,"(5.23314401858844, -52.776983796694616)",2020-061AZ,46319,Kepler-3 TARS,Guiana Space Center,Unknown,Canada,Kepler Communications,Vega,,Clyde Space,UK,Commercial,Communications,,LEO,Sun-Synchronous,0.0,531.0,535.0,0.0002897291032884253,97.5,94.1,9.0,,,Third demo satellite; satellite communication services for Internet of Things (IoT) and data backhaul applications.,,JMSatcat/12_20,5.23314401858844,-52.776983796694616,2020-09-02,51,27.4,0.1,1.0,18.4,46.8,33,78,Lluvia ligera,2020,2020
2020-09-02,"(5.23314401858844, -52.776983796694616)",2020-061AU,46314,Dove 4v-4,Guiana Space Center,USA,USA,"Planet Labs, Inc.",Vega,3.0,"Planet Labs, Inc.",USA,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,534.0,535.0,7.241653993772178e-05,97.5,94.7,4.0,,,,,JMSatcat/12_20,5.23314401858844,-52.776983796694616,2020-09-02,51,27.4,0.1,1.0,18.4,46.8,33,78,Lluvia ligera,2020,2020
